person,number_correct,number_of_items,correct_item_pair,unweighted_proportion_correct,correct_items,formula_weighted_raw_score,formula_max_total_score,weighted_raw_score,max_total_score,normalized_weighted_score,normalized_weighted_percent,minimum_achievable_total_score,maximum_achievable_total_score,maximum_is_true_maximum,normalization_status,scoring_model_status,score_type,response_item_very_easy,response_item_easy,response_item_medium_easy,response_item_medium_1,response_item_medium_2,response_item_medium_hard,response_item_hard,response_item_very_hard,response_item_high_disc,response_item_low_disc,response_item_noisy,response_item_reversed,response_item_constant_zero,response_item_constant_one,contribution_item_very_easy,contribution_item_easy,contribution_item_medium_easy,contribution_item_medium_1,contribution_item_medium_2,contribution_item_medium_hard,contribution_item_hard,contribution_item_very_hard,contribution_item_high_disc,contribution_item_low_disc,contribution_item_noisy,contribution_item_reversed,contribution_item_constant_zero,contribution_item_constant_one
"P060",7,14,"(7,14)",0.5,"very_easy|easy|medium_easy|medium_hard|low_disc|reversed|constant_one",13.0786164169681,38.8095406718576,13.0786164169681,38.8095406718576,0.336994877820131,33.6994877820131,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,0,0,1,0,0,0,1,0,1,0,1,1.37244589608524,1.61745707411237,2.28672846067894,0,0,3.16894172881322,0,0,0,2.02525592566951,0,1.60778733160879,0,1
"P061",10,14,"(10,14)",0.714285714285714,"very_easy|easy|medium_easy|medium_2|medium_hard|hard|high_disc|noisy|reversed|constant_one",22.1949654156542,38.8095406718576,22.1949654156542,38.8095406718576,0.57189456590886,57.189456590886,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,0,1,1,1,0,1,0,1,1,0,1,1.37244589608524,1.61745707411237,2.28672846067894,0,2.87234814663697,3.16894172881322,3.38871774411751,0,3.10064140075263,0,1.77989763284857,1.60778733160879,0,1
"P062",5,14,"(5,14)",0.357142857142857,"very_easy|low_disc|noisy|reversed|constant_one",7.78538678621211,38.8095406718576,7.78538678621211,38.8095406718576,0.200604971134266,20.0604971134266,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,0,0,0,0,0,0,0,0,1,1,1,0,1,1.37244589608524,0,0,0,0,0,0,0,0,2.02525592566951,1.77989763284857,1.60778733160879,0,1
"P063",11,14,"(11,14)",0.785714285714286,"very_easy|easy|medium_easy|medium_1|medium_2|hard|very_hard|high_disc|low_disc|noisy|constant_one",28.4176910945944,38.8095406718576,28.4176910945944,38.8095406718576,0.732234667111151,73.2234667111151,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,1,0,1,1,1,1,1,0,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,2.87234814663697,0,3.38871774411751,6.48508198086668,3.10064140075263,2.02525592566951,1.77989763284857,0,0,1
"P064",7,14,"(7,14)",0.5,"very_easy|easy|medium_easy|high_disc|noisy|reversed|constant_one",12.7649577960865,38.8095406718576,12.7649577960865,38.8095406718576,0.328912880057427,32.8912880057427,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,0,0,0,0,0,1,0,1,1,0,1,1.37244589608524,1.61745707411237,2.28672846067894,0,0,0,0,0,3.10064140075263,0,1.77989763284857,1.60778733160879,0,1
"P065",6,14,"(6,14)",0.428571428571429,"very_easy|easy|medium_2|low_disc|reversed|constant_one",10.4952943741129,38.8095406718576,10.4952943741129,38.8095406718576,0.27043078048392,27.043078048392,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,0,0,1,0,0,0,0,1,0,1,0,1,1.37244589608524,1.61745707411237,0,0,2.87234814663697,0,0,0,0,2.02525592566951,0,1.60778733160879,0,1
"P066",7,14,"(7,14)",0.5,"very_easy|easy|medium_easy|medium_hard|hard|high_disc|constant_one",15.9349323045599,38.8095406718576,15.9349323045599,38.8095406718576,0.410593169326402,41.0593169326402,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,0,0,1,1,0,1,0,0,0,0,1,1.37244589608524,1.61745707411237,2.28672846067894,0,0,3.16894172881322,3.38871774411751,0,3.10064140075263,0,0,0,0,1
"P067",7,14,"(7,14)",0.5,"very_easy|medium_easy|medium_1|medium_2|low_disc|reversed|constant_one",13.6536825935054,38.8095406718576,13.6536825935054,38.8095406718576,0.351812527464573,35.1812527464573,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,0,1,1,1,0,0,0,0,1,0,1,0,1,1.37244589608524,0,2.28672846067894,2.48911683282593,2.87234814663697,0,0,0,0,2.02525592566951,0,1.60778733160879,0,1
"P068",9,14,"(9,14)",0.642857142857143,"very_easy|easy|medium_easy|medium_1|medium_2|very_hard|high_disc|low_disc|constant_one",23.2490757176283,38.8095406718576,23.2490757176283,38.8095406718576,0.599055678452982,59.9055678452982,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,1,0,0,1,1,1,0,0,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,2.87234814663697,0,0,6.48508198086668,3.10064140075263,2.02525592566951,0,0,0,1
"P069",9,14,"(9,14)",0.642857142857143,"very_easy|easy|medium_easy|medium_1|medium_2|high_disc|low_disc|reversed|constant_one",18.3717810683704,38.8095406718576,18.3717810683704,38.8095406718576,0.47338311019209,47.338311019209,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,1,0,0,0,1,1,0,1,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,2.87234814663697,0,0,0,3.10064140075263,2.02525592566951,0,1.60778733160879,0,1
"P070",4,14,"(4,14)",0.285714285714286,"very_easy|easy|noisy|constant_one",5.76980060304618,38.8095406718576,5.76980060304618,38.8095406718576,0.148669644194735,14.8669644194735,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.37244589608524,1.61745707411237,0,0,0,0,0,0,0,0,1.77989763284857,0,0,1
"P071",6,14,"(6,14)",0.428571428571429,"very_easy|easy|medium_2|low_disc|reversed|constant_one",10.4952943741129,38.8095406718576,10.4952943741129,38.8095406718576,0.27043078048392,27.043078048392,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,0,0,1,0,0,0,0,1,0,1,0,1,1.37244589608524,1.61745707411237,0,0,2.87234814663697,0,0,0,0,2.02525592566951,0,1.60778733160879,0,1
"P072",6,14,"(6,14)",0.428571428571429,"easy|medium_1|medium_hard|low_disc|noisy|constant_one",12.0806691942696,38.8095406718576,12.0806691942696,38.8095406718576,0.311280911475198,31.1280911475198,0,38.8095406718576,TRUE,"ok","ok","item_rest",0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1.61745707411237,0,2.48911683282593,0,3.16894172881322,0,0,0,2.02525592566951,1.77989763284857,0,0,1
"P073",4,14,"(4,14)",0.285714285714286,"very_easy|easy|medium_hard|constant_one",7.15884469901083,38.8095406718576,7.15884469901083,38.8095406718576,0.184460948907906,18.4460948907906,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.37244589608524,1.61745707411237,0,0,0,3.16894172881322,0,0,0,0,0,0,0,1
"P074",7,14,"(7,14)",0.5,"very_easy|easy|medium_1|medium_hard|noisy|reversed|constant_one",13.0356464962941,38.8095406718576,13.0356464962941,38.8095406718576,0.335887677891195,33.5887677891195,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,0,1,0,1,0,0,0,0,1,1,0,1,1.37244589608524,1.61745707411237,0,2.48911683282593,0,3.16894172881322,0,0,0,0,1.77989763284857,1.60778733160879,0,1
"P075",9,14,"(9,14)",0.642857142857143,"very_easy|easy|medium_easy|medium_1|hard|high_disc|low_disc|noisy|constant_one",19.0602609670907,38.8095406718576,19.0602609670907,38.8095406718576,0.491123075334722,49.1123075334722,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,0,0,1,0,1,1,1,0,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,0,0,3.38871774411751,0,3.10064140075263,2.02525592566951,1.77989763284857,0,0,1
"P076",4,14,"(4,14)",0.285714285714286,"easy|medium_2|reversed|constant_one",7.09759255235813,38.8095406718576,7.09759255235813,38.8095406718576,0.182882673422231,18.2882673422231,0,38.8095406718576,TRUE,"ok","ok","item_rest",0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1.61745707411237,0,0,2.87234814663697,0,0,0,0,0,0,1.60778733160879,0,1
"P077",5,14,"(5,14)",0.357142857142857,"very_easy|easy|medium_1|reversed|constant_one",8.08680713463233,38.8095406718576,8.08680713463233,38.8095406718576,0.208371627044182,20.8371627044182,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,0,1,0,0,0,0,0,0,0,1,0,1,1.37244589608524,1.61745707411237,0,2.48911683282593,0,0,0,0,0,0,0,1.60778733160879,0,1
"P078",5,14,"(5,14)",0.357142857142857,"very_easy|hard|low_disc|noisy|constant_one",9.56631719872084,38.8095406718576,9.56631719872084,38.8095406718576,0.24649395569007,24.649395569007,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,0,0,0,0,0,1,0,0,1,1,0,0,1,1.37244589608524,0,0,0,0,0,3.38871774411751,0,0,2.02525592566951,1.77989763284857,0,0,1
"P079",6,14,"(6,14)",0.428571428571429,"very_easy|easy|medium_easy|noisy|reversed|constant_one",9.66431639533391,38.8095406718576,9.66431639533391,38.8095406718576,0.249019087266392,24.9019087266392,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,0,0,0,0,0,0,0,1,1,0,1,1.37244589608524,1.61745707411237,2.28672846067894,0,0,0,0,0,0,0,1.77989763284857,1.60778733160879,0,1
"P080",7,14,"(7,14)",0.5,"very_easy|easy|medium_easy|high_disc|low_disc|noisy|constant_one",13.1824263901473,38.8095406718576,13.1824263901473,38.8095406718576,0.339669734862551,33.9669734862551,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,0,0,0,0,0,1,1,1,0,0,1,1.37244589608524,1.61745707411237,2.28672846067894,0,0,0,0,0,3.10064140075263,2.02525592566951,1.77989763284857,0,0,1
"P081",11,14,"(11,14)",0.785714285714286,"very_easy|easy|medium_easy|medium_1|medium_2|medium_hard|high_disc|low_disc|noisy|reversed|constant_one",23.3206204300322,38.8095406718576,23.3206204300322,38.8095406718576,0.600899161039103,60.0899161039103,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,1,1,0,0,1,1,1,1,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,2.87234814663697,3.16894172881322,0,0,3.10064140075263,2.02525592566951,1.77989763284857,1.60778733160879,0,1
"P082",5,14,"(5,14)",0.357142857142857,"very_easy|easy|noisy|reversed|constant_one",7.37758793465497,38.8095406718576,7.37758793465497,38.8095406718576,0.19009727523018,19.009727523018,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,0,0,0,0,0,0,0,0,1,1,0,1,1.37244589608524,1.61745707411237,0,0,0,0,0,0,0,0,1.77989763284857,1.60778733160879,0,1
"P083",7,14,"(7,14)",0.5,"very_easy|easy|medium_easy|medium_1|medium_2|high_disc|constant_one",14.7387378110921,38.8095406718576,14.7387378110921,38.8095406718576,0.379770993316077,37.9770993316077,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,1,0,0,0,1,0,0,0,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,2.87234814663697,0,0,0,3.10064140075263,0,0,0,0,1
"P084",7,14,"(7,14)",0.5,"very_easy|easy|medium_easy|high_disc|low_disc|noisy|constant_one",13.1824263901473,38.8095406718576,13.1824263901473,38.8095406718576,0.339669734862551,33.9669734862551,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,0,0,0,0,0,1,1,1,0,0,1,1.37244589608524,1.61745707411237,2.28672846067894,0,0,0,0,0,3.10064140075263,2.02525592566951,1.77989763284857,0,0,1
"P085",7,14,"(7,14)",0.5,"very_easy|easy|medium_easy|medium_2|high_disc|low_disc|constant_one",14.2748769039357,38.8095406718576,14.2748769039357,38.8095406718576,0.367818754275722,36.7818754275722,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,0,1,0,0,0,1,1,0,0,0,1,1.37244589608524,1.61745707411237,2.28672846067894,0,2.87234814663697,0,0,0,3.10064140075263,2.02525592566951,0,0,0,1
"P086",6,14,"(6,14)",0.428571428571429,"very_easy|easy|hard|high_disc|noisy|constant_one",12.2591597479163,38.8095406718576,12.2591597479163,38.8095406718576,0.315880052577019,31.5880052577019,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,0,0,0,0,1,0,1,0,1,0,0,1,1.37244589608524,1.61745707411237,0,0,0,0,3.38871774411751,0,3.10064140075263,0,1.77989763284857,0,0,1
"P087",6,14,"(6,14)",0.428571428571429,"very_easy|easy|low_disc|noisy|reversed|constant_one",9.40284386032448,38.8095406718576,9.40284386032448,38.8095406718576,0.242281761070748,24.2281761070748,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,0,0,0,0,0,0,0,1,1,1,0,1,1.37244589608524,1.61745707411237,0,0,0,0,0,0,0,2.02525592566951,1.77989763284857,1.60778733160879,0,1
"P088",8,14,"(8,14)",0.571428571428571,"very_easy|easy|medium_easy|medium_1|medium_2|high_disc|reversed|constant_one",16.3465251427009,38.8095406718576,16.3465251427009,38.8095406718576,0.421198624351522,42.1198624351522,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,1,0,0,0,1,0,0,1,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,2.87234814663697,0,0,0,3.10064140075263,0,0,1.60778733160879,0,1
"P089",5,14,"(5,14)",0.357142857142857,"very_easy|easy|medium_1|reversed|constant_one",8.08680713463233,38.8095406718576,8.08680713463233,38.8095406718576,0.208371627044182,20.8371627044182,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,0,1,0,0,0,0,0,0,0,1,0,1,1.37244589608524,1.61745707411237,0,2.48911683282593,0,0,0,0,0,0,0,1.60778733160879,0,1
"P090",11,14,"(11,14)",0.785714285714286,"very_easy|easy|medium_easy|medium_1|medium_2|medium_hard|high_disc|low_disc|noisy|reversed|constant_one",23.3206204300322,38.8095406718576,23.3206204300322,38.8095406718576,0.600899161039103,60.0899161039103,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,1,1,0,0,1,1,1,1,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,2.87234814663697,3.16894172881322,0,0,3.10064140075263,2.02525592566951,1.77989763284857,1.60778733160879,0,1
"P091",8,14,"(8,14)",0.571428571428571,"very_easy|easy|medium_easy|medium_1|medium_2|medium_hard|high_disc|constant_one",17.9076795399053,38.8095406718576,17.9076795399053,38.8095406718576,0.461424671096169,46.1424671096169,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,1,1,0,0,1,0,0,0,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,2.87234814663697,3.16894172881322,0,0,3.10064140075263,0,0,0,0,1
"P092",7,14,"(7,14)",0.5,"very_easy|medium_1|medium_2|high_disc|noisy|reversed|constant_one",14.2222372407581,38.8095406718576,14.2222372407581,38.8095406718576,0.366462395445748,36.6462395445748,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,0,0,1,1,0,0,0,1,0,1,1,0,1,1.37244589608524,0,0,2.48911683282593,2.87234814663697,0,0,0,3.10064140075263,0,1.77989763284857,1.60778733160879,0,1
"P093",4,14,"(4,14)",0.285714285714286,"very_easy|low_disc|reversed|constant_one",6.00548915336354,38.8095406718576,6.00548915336354,38.8095406718576,0.154742598067345,15.4742598067345,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,0,0,0,0,0,0,0,0,1,0,1,0,1,1.37244589608524,0,0,0,0,0,0,0,0,2.02525592566951,0,1.60778733160879,0,1
"P094",6,14,"(6,14)",0.428571428571429,"very_easy|easy|medium_easy|medium_1|reversed|constant_one",10.3735355953113,38.8095406718576,10.3735355953113,38.8095406718576,0.267293439080394,26.7293439080394,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,0,0,0,0,0,0,0,1,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,0,0,0,0,0,0,0,1.60778733160879,0,1
"P095",10,14,"(10,14)",0.714285714285714,"very_easy|easy|medium_easy|medium_1|medium_hard|hard|high_disc|low_disc|noisy|constant_one",22.2292026959039,38.8095406718576,22.2292026959039,38.8095406718576,0.572776753114814,57.2776753114814,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,0,1,1,0,1,1,1,0,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,0,3.16894172881322,3.38871774411751,0,3.10064140075263,2.02525592566951,1.77989763284857,0,0,1
"P096",7,14,"(7,14)",0.5,"very_easy|easy|medium_easy|medium_1|medium_2|reversed|constant_one",13.2458837419482,38.8095406718576,13.2458837419482,38.8095406718576,0.341304831560487,34.1304831560487,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,1,0,0,0,0,0,0,1,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,2.87234814663697,0,0,0,0,0,0,1.60778733160879,0,1
"P097",4,14,"(4,14)",0.285714285714286,"very_easy|easy|noisy|constant_one",5.76980060304618,38.8095406718576,5.76980060304618,38.8095406718576,0.148669644194735,14.8669644194735,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.37244589608524,1.61745707411237,0,0,0,0,0,0,0,0,1.77989763284857,0,0,1
"P098",8,14,"(8,14)",0.571428571428571,"very_easy|easy|medium_easy|medium_1|very_hard|high_disc|noisy|constant_one",20.1313692781704,38.8095406718576,20.1313692781704,38.8095406718576,0.518722173199242,51.8722173199242,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,1,0,0,0,1,1,0,1,0,0,1,1.37244589608524,1.61745707411237,2.28672846067894,2.48911683282593,0,0,0,6.48508198086668,3.10064140075263,0,1.77989763284857,0,0,1
"P099",7,14,"(7,14)",0.5,"very_easy|easy|medium_easy|hard|low_disc|reversed|constant_one",13.2983924322724,38.8095406718576,13.2983924322724,38.8095406718576,0.342657815631288,34.2657815631288,0,38.8095406718576,TRUE,"ok","ok","item_rest",1,1,1,0,0,0,1,0,0,1,0,1,0,1,1.37244589608524,1.61745707411237,2.28672846067894,0,0,0,3.38871774411751,0,0,2.02525592566951,0,1.60778733160879,0,1
"P100",6,14,"(6,14)",0.428571428571429,"easy|medium_easy|medium_1|high_disc|low_disc|constant_one",12.5191996940394,38.8095406718576,12.5191996940394,38.8095406718576,0.322580465455433,32.2580465455433,0,38.8095406718576,TRUE,"ok","ok","item_rest",0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1.61745707411237,2.28672846067894,2.48911683282593,0,0,0,0,3.10064140075263,2.02525592566951,0,0,0,1
