person,number_correct,number_of_items,correct_item_pair,unweighted_proportion_correct,correct_items,formula_weighted_raw_score,formula_max_total_score,weighted_raw_score,max_total_score,normalized_weighted_score,normalized_weighted_percent,minimum_achievable_total_score,maximum_achievable_total_score,maximum_is_true_maximum,normalization_status,scoring_model_status,score_type,response_item_pm00fq01,response_item_pm033q01,response_item_pm034q01t,response_item_pm155q01,response_item_pm155q04t,response_item_pm192q01t,response_item_pm305q01,response_item_pm406q01,response_item_pm406q02,response_item_pm411q01,response_item_pm411q02,response_item_pm423q01,response_item_pm442q02,response_item_pm474q01,response_item_pm496q01t,response_item_pm496q02,response_item_pm564q01,response_item_pm564q02,response_item_pm571q01,response_item_pm603q01t,response_item_pm803q01t,response_item_pm903q03,response_item_pm918q01,response_item_pm918q02,response_item_pm918q05,response_item_pm923q01,response_item_pm923q03,response_item_pm923q04,response_item_pm924q02,response_item_pm995q01,response_item_pm995q02,response_item_pm995q03,contribution_item_pm00fq01,contribution_item_pm033q01,contribution_item_pm034q01t,contribution_item_pm155q01,contribution_item_pm155q04t,contribution_item_pm192q01t,contribution_item_pm305q01,contribution_item_pm406q01,contribution_item_pm406q02,contribution_item_pm411q01,contribution_item_pm411q02,contribution_item_pm423q01,contribution_item_pm442q02,contribution_item_pm474q01,contribution_item_pm496q01t,contribution_item_pm496q02,contribution_item_pm564q01,contribution_item_pm564q02,contribution_item_pm571q01,contribution_item_pm603q01t,contribution_item_pm803q01t,contribution_item_pm903q03,contribution_item_pm918q01,contribution_item_pm918q02,contribution_item_pm918q05,contribution_item_pm923q01,contribution_item_pm923q03,contribution_item_pm923q04,contribution_item_pm924q02,contribution_item_pm995q01,contribution_item_pm995q02,contribution_item_pm995q03
"PISA1459",2,32,"(2,32)",0.0625,"pm603q01t|pm918q05",5.1927022189651,124.967526068713,2.86513169510833,68.9522342511883,0.0415524127132828,4.15524127132828,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49588225934354,0,0,0,0,1.36924943576479,0,0,0,0,0,0,0
"PISA1464",25,32,"(25,32)",0.78125,"pm00fq01|pm033q01|pm155q01|pm155q04t|pm192q01t|pm305q01|pm411q01|pm411q02|pm423q01|pm474q01|pm496q01t|pm496q02|pm564q02|pm571q01|pm803q01t|pm903q03|pm918q01|pm918q02|pm918q05|pm923q01|pm923q03|pm923q04|pm924q02|pm995q01|pm995q03",81.9963900652142,124.967526068713,45.2424279602023,68.9522342511883,0.656141580494508,65.6141580494508,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2.14097710825686,1.0000984769457,0,1.2942101262835,1.20257572297271,2.05942193849789,1.27673050543826,0,0,1.93071340341164,1.60594277149801,1.11464269391646,0,1.03016645367673,1.62787399540524,1.37082364536879,0,1.77401492798991,1.83236153892946,0,3.04332111700611,2.90064730427663,1,1.25755024269656,1.36924943576479,1.75539915546177,1.51181899463805,4.34632965438984,2.08739675468112,2.47315752973098,0,2.23700446296524
"PISA1484",24,32,"(24,32)",0.75,"pm033q01|pm155q01|pm155q04t|pm305q01|pm411q01|pm411q02|pm423q01|pm442q02|pm474q01|pm496q01t|pm496q02|pm564q01|pm564q02|pm571q01|pm803q01t|pm903q03|pm918q01|pm918q02|pm918q05|pm923q01|pm923q03|pm924q02|pm995q01|pm995q03",73.821475749576,124.967526068713,40.7318272897101,68.9522342511883,0.590725271371582,59.0725271371582,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1.0000984769457,0,1.2942101262835,1.20257572297271,0,1.27673050543826,0,0,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,1.03016645367673,1.62787399540524,1.37082364536879,1.45473339099819,1.77401492798991,1.83236153892946,0,3.04332111700611,2.90064730427663,1,1.25755024269656,1.36924943576479,1.75539915546177,1.51181899463805,0,2.08739675468112,2.47315752973098,0,2.23700446296524
"PISA1494",9,32,"(9,32)",0.28125,"pm033q01|pm155q01|pm155q04t|pm423q01|pm474q01|pm496q01t|pm496q02|pm918q01|pm918q05",19.9536325025945,124.967526068713,11.0096405503339,68.9522342511883,0.159670541062187,15.9670541062187,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0000984769457,0,1.2942101262835,1.20257572297271,0,0,0,0,0,0,1.11464269391646,0,1.03016645367673,1.62787399540524,1.37082364536879,0,0,0,0,0,0,1,0,1.36924943576479,0,0,0,0,0,0,0
"PISA1504",15,32,"(15,32)",0.46875,"pm033q01|pm034q01t|pm155q01|pm305q01|pm406q01|pm411q01|pm474q01|pm496q01t|pm496q02|pm918q01|pm918q02|pm918q05|pm923q01|pm995q01|pm995q03",44.2198730963056,124.967526068713,24.3988109888465,68.9522342511883,0.353850912212116,35.3850912212116,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1.0000984769457,1.96771446709354,1.2942101262835,0,0,1.27673050543826,2.80811908860377,0,1.93071340341164,0,0,0,1.03016645367673,1.62787399540524,1.37082364536879,0,0,0,0,0,0,1,1.25755024269656,1.36924943576479,1.75539915546177,0,0,0,2.47315752973098,0,2.23700446296524
"PISA1506",19,32,"(19,32)",0.59375,"pm00fq01|pm033q01|pm034q01t|pm155q04t|pm192q01t|pm411q01|pm411q02|pm423q01|pm474q01|pm496q01t|pm564q01|pm571q01|pm603q01t|pm918q01|pm918q02|pm918q05|pm923q03|pm995q01|pm995q03",54.9365993127399,124.967526068713,30.3118848867416,68.9522342511883,0.439607000642175,43.9607000642175,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,2.14097710825686,1.0000984769457,1.96771446709354,0,1.20257572297271,2.05942193849789,0,0,0,1.93071340341164,1.60594277149801,1.11464269391646,0,1.03016645367673,1.62787399540524,0,1.45473339099819,0,1.83236153892946,1.49588225934354,0,0,1,1.25755024269656,1.36924943576479,0,1.51181899463805,0,0,2.47315752973098,0,2.23700446296524
"PISA1510",11,32,"(11,32)",0.34375,"pm033q01|pm034q01t|pm155q01|pm155q04t|pm192q01t|pm474q01|pm496q02|pm603q01t|pm918q01|pm918q02|pm995q03",28.8448105985504,124.967526068713,15.9154477958442,68.9522342511883,0.23081844944814,23.081844944814,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1.0000984769457,1.96771446709354,1.2942101262835,1.20257572297271,2.05942193849789,0,0,0,0,0,0,0,1.03016645367673,0,1.37082364536879,0,0,0,1.49588225934354,0,0,1,1.25755024269656,0,0,0,0,0,0,0,2.23700446296524
"PISA1537",19,32,"(19,32)",0.59375,"pm00fq01|pm033q01|pm034q01t|pm155q01|pm192q01t|pm411q01|pm411q02|pm423q01|pm442q02|pm496q01t|pm496q02|pm564q02|pm571q01|pm903q03|pm918q01|pm918q02|pm918q05|pm995q01|pm995q03",60.7831751926543,124.967526068713,33.5377987086855,68.9522342511883,0.486391761962485,48.6391761962485,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,2.14097710825686,1.0000984769457,1.96771446709354,1.2942101262835,0,2.05942193849789,0,0,0,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,0,1.62787399540524,1.37082364536879,0,1.77401492798991,1.83236153892946,0,0,2.90064730427663,1,1.25755024269656,1.36924943576479,0,0,0,0,2.47315752973098,0,2.23700446296524
"PISA1540",14,32,"(14,32)",0.4375,"pm155q01|pm155q04t|pm305q01|pm406q01|pm423q01|pm442q02|pm474q01|pm496q02|pm571q01|pm603q01t|pm918q01|pm918q02|pm918q05|pm923q03",38.3236891272769,124.967526068713,21.1455253472869,68.9522342511883,0.30666918305004,30.666918305004,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1.2942101262835,1.20257572297271,0,1.27673050543826,2.80811908860377,0,0,0,1.11464269391646,2.58139463965431,1.03016645367673,0,1.37082364536879,0,0,1.83236153892946,1.49588225934354,0,0,1,1.25755024269656,1.36924943576479,0,1.51181899463805,0,0,0,0,0
"PISA1546",18,32,"(18,32)",0.5625,"pm033q01|pm155q04t|pm192q01t|pm305q01|pm411q01|pm411q02|pm474q01|pm496q01t|pm496q02|pm571q01|pm603q01t|pm903q03|pm918q01|pm918q02|pm918q05|pm923q01|pm924q02|pm995q01",53.0591680598803,124.967526068713,29.2759911340998,68.9522342511883,0.424583647680645,42.4583647680645,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1.0000984769457,0,0,1.20257572297271,2.05942193849789,1.27673050543826,0,0,1.93071340341164,1.60594277149801,0,0,1.03016645367673,1.62787399540524,1.37082364536879,0,0,1.83236153892946,1.49588225934354,0,2.90064730427663,1,1.25755024269656,1.36924943576479,1.75539915546177,0,0,2.08739675468112,2.47315752973098,0,0
"PISA1548",10,32,"(10,32)",0.3125,"pm033q01|pm155q04t|pm305q01|pm411q01|pm423q01|pm474q01|pm571q01|pm918q01|pm918q02|pm995q01",25.5871491805062,124.967526068713,14.1179965677185,68.9522342511883,0.204750385843736,20.4750385843736,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.0000984769457,0,0,1.20257572297271,0,1.27673050543826,0,0,1.93071340341164,0,1.11464269391646,0,1.03016645367673,0,0,0,0,1.83236153892946,0,0,0,1,1.25755024269656,0,0,0,0,0,2.47315752973098,0,0
"PISA1552",5,32,"(5,32)",0.15625,"pm155q01|pm305q01|pm564q01|pm564q02|pm918q01",12.3236080082834,124.967526068713,6.79968895070986,68.9522342511883,0.0986144832658946,9.86144832658946,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2942101262835,0,0,1.27673050543826,0,0,0,0,0,0,0,0,0,1.45473339099819,1.77401492798991,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"PISA1554",14,32,"(14,32)",0.4375,"pm00fq01|pm033q01|pm155q01|pm305q01|pm411q01|pm411q02|pm423q01|pm474q01|pm496q02|pm803q01t|pm918q01|pm918q02|pm918q05|pm923q01",38.4039770980239,124.967526068713,21.1898251357252,68.9522342511883,0.307311653724404,30.7311653724404,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,2.14097710825686,1.0000984769457,0,1.2942101262835,0,0,1.27673050543826,0,0,1.93071340341164,1.60594277149801,1.11464269391646,0,1.03016645367673,0,1.37082364536879,0,0,0,0,3.04332111700611,0,1,1.25755024269656,1.36924943576479,1.75539915546177,0,0,0,0,0,0
"PISA1591",9,32,"(9,32)",0.28125,"pm033q01|pm192q01t|pm305q01|pm423q01|pm564q01|pm564q02|pm918q01|pm918q02|pm918q05",22.3039264745097,124.967526068713,12.3064416122478,68.9522342511883,0.178477778797076,17.8477778797076,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1.0000984769457,0,0,0,2.05942193849789,1.27673050543826,0,0,0,0,1.11464269391646,0,0,0,0,1.45473339099819,1.77401492798991,0,0,0,0,1,1.25755024269656,1.36924943576479,0,0,0,0,0,0,0
"PISA1593",14,32,"(14,32)",0.4375,"pm155q01|pm155q04t|pm305q01|pm411q02|pm423q01|pm496q02|pm564q02|pm603q01t|pm918q01|pm918q02|pm923q01|pm923q03|pm924q02|pm995q03",38.0309300874999,124.967526068713,20.9839922632539,68.9522342511883,0.304326502123349,30.4326502123349,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1.2942101262835,1.20257572297271,0,1.27673050543826,0,0,0,1.60594277149801,1.11464269391646,0,0,0,1.37082364536879,0,1.77401492798991,0,1.49588225934354,0,0,1,1.25755024269656,0,1.75539915546177,1.51181899463805,0,2.08739675468112,0,0,2.23700446296524
"PISA1619",12,32,"(12,32)",0.375,"pm033q01|pm155q01|pm155q04t|pm411q01|pm423q01|pm474q01|pm496q01t|pm496q02|pm564q01|pm918q01|pm918q05|pm923q01",29.2707896220499,124.967526068713,16.1504865002055,68.9522342511883,0.234227167191862,23.4227167191862,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.0000984769457,0,1.2942101262835,1.20257572297271,0,0,0,0,1.93071340341164,0,1.11464269391646,0,1.03016645367673,1.62787399540524,1.37082364536879,1.45473339099819,0,0,0,0,0,1,0,1.36924943576479,1.75539915546177,0,0,0,0,0,0
"PISA1620",29,32,"(29,32)",0.90625,"pm00fq01|pm033q01|pm034q01t|pm155q01|pm192q01t|pm406q01|pm411q01|pm411q02|pm423q01|pm442q02|pm474q01|pm496q01t|pm496q02|pm564q01|pm564q02|pm571q01|pm603q01t|pm803q01t|pm903q03|pm918q01|pm918q02|pm918q05|pm923q01|pm923q03|pm923q04|pm924q02|pm995q01|pm995q02|pm995q03",111.808702380229,124.967526068713,61.6917056804336,68.9522342511883,0.89470205498628,89.470205498628,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.14097710825686,1.0000984769457,1.96771446709354,1.2942101262835,0,2.05942193849789,0,2.80811908860377,0,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,1.03016645367673,1.62787399540524,1.37082364536879,1.45473339099819,1.77401492798991,1.83236153892946,1.49588225934354,3.04332111700611,2.90064730427663,1,1.25755024269656,1.36924943576479,1.75539915546177,1.51181899463805,4.34632965438984,2.08739675468112,2.47315752973098,8.62074010294895,2.23700446296524
"PISA1637",23,32,"(23,32)",0.71875,"pm00fq01|pm034q01t|pm155q01|pm192q01t|pm305q01|pm411q01|pm411q02|pm423q01|pm442q02|pm474q01|pm496q01t|pm496q02|pm564q02|pm571q01|pm603q01t|pm918q01|pm918q02|pm918q05|pm923q01|pm923q03|pm924q02|pm995q01|pm995q03",70.3102100429247,124.967526068713,38.7944470507026,68.9522342511883,0.56262784624755,56.262784624755,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,2.14097710825686,0,1.96771446709354,1.2942101262835,0,2.05942193849789,1.27673050543826,0,0,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,1.03016645367673,1.62787399540524,1.37082364536879,0,1.77401492798991,1.83236153892946,1.49588225934354,0,0,1,1.25755024269656,1.36924943576479,1.75539915546177,1.51181899463805,0,2.08739675468112,2.47315752973098,0,2.23700446296524
"PISA1638",21,32,"(21,32)",0.65625,"pm00fq01|pm033q01|pm034q01t|pm155q01|pm155q04t|pm192q01t|pm305q01|pm406q01|pm411q01|pm411q02|pm423q01|pm442q02|pm474q01|pm564q01|pm571q01|pm803q01t|pm918q01|pm918q02|pm918q05|pm924q02|pm995q01",66.2070408177563,124.967526068713,36.5304774060566,68.9522342511883,0.529793962483921,52.9793962483921,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,2.14097710825686,1.0000984769457,1.96771446709354,1.2942101262835,1.20257572297271,2.05942193849789,1.27673050543826,2.80811908860377,0,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,1.03016645367673,0,0,1.45473339099819,0,1.83236153892946,0,3.04332111700611,0,1,1.25755024269656,1.36924943576479,0,0,0,2.08739675468112,2.47315752973098,0,0
"PISA1651",7,32,"(7,32)",0.21875,"pm00fq01|pm305q01|pm496q01t|pm496q02|pm564q01|pm918q01|pm918q02",18.3570149164774,124.967526068713,10.1286888881639,68.9522342511883,0.146894281210175,14.6894281210175,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.14097710825686,0,0,0,0,0,1.27673050543826,0,0,0,0,0,0,0,1.62787399540524,1.37082364536879,1.45473339099819,0,0,0,0,0,1,1.25755024269656,0,0,0,0,0,0,0,0
"PISA1666",12,32,"(12,32)",0.375,"pm00fq01|pm033q01|pm034q01t|pm411q02|pm474q01|pm496q02|pm571q01|pm918q01|pm918q02|pm918q05|pm923q01|pm923q03",32.3366371996723,124.967526068713,17.8421022903303,68.9522342511883,0.258760321316532,25.8760321316532,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2.14097710825686,1.0000984769457,1.96771446709354,0,0,0,0,0,0,0,1.60594277149801,0,0,1.03016645367673,0,1.37082364536879,0,0,1.83236153892946,0,0,0,1,1.25755024269656,1.36924943576479,1.75539915546177,1.51181899463805,0,0,0,0,0
"PISA1681",13,32,"(13,32)",0.40625,"pm033q01|pm034q01t|pm155q01|pm155q04t|pm192q01t|pm305q01|pm411q01|pm423q01|pm474q01|pm496q01t|pm496q02|pm564q01|pm564q02",34.6231651743215,124.967526068713,19.1037197479986,68.9522342511883,0.277057298511967,27.7057298511967,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000984769457,1.96771446709354,1.2942101262835,1.20257572297271,2.05942193849789,1.27673050543826,0,0,1.93071340341164,0,1.11464269391646,0,1.03016645367673,1.62787399540524,1.37082364536879,1.45473339099819,1.77401492798991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PISA1687",10,32,"(10,32)",0.3125,"pm033q01|pm155q01|pm305q01|pm411q01|pm411q02|pm423q01|pm564q02|pm918q01|pm924q02|pm995q03",27.7670007515613,124.967526068713,15.3207541231298,68.9522342511883,0.222193730043864,22.2193730043864,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.0000984769457,0,1.2942101262835,0,0,1.27673050543826,0,0,1.93071340341164,1.60594277149801,1.11464269391646,0,0,0,0,0,1.77401492798991,0,0,0,0,1,0,0,0,0,0,2.08739675468112,0,0,2.23700446296524
"PISA1690",16,32,"(16,32)",0.5,"pm033q01|pm034q01t|pm155q01|pm155q04t|pm305q01|pm406q01|pm411q01|pm423q01|pm442q02|pm474q01|pm496q01t|pm496q02|pm564q01|pm564q02|pm571q01|pm603q01t",46.6905874298583,124.967526068713,25.7620553360317,68.9522342511883,0.373621763178584,37.3621763178584,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000984769457,1.96771446709354,1.2942101262835,1.20257572297271,0,1.27673050543826,2.80811908860377,0,1.93071340341164,0,1.11464269391646,2.58139463965431,1.03016645367673,1.62787399540524,1.37082364536879,1.45473339099819,1.77401492798991,1.83236153892946,1.49588225934354,0,0,0,0,0,0,0,0,0,0,0,0
"PISA1704",26,32,"(26,32)",0.8125,"pm00fq01|pm155q01|pm155q04t|pm192q01t|pm305q01|pm406q02|pm411q01|pm411q02|pm423q01|pm496q01t|pm496q02|pm564q01|pm564q02|pm571q01|pm603q01t|pm803q01t|pm903q03|pm918q01|pm918q02|pm918q05|pm923q01|pm923q03|pm923q04|pm924q02|pm995q01|pm995q02",103.899540074388,124.967526068713,57.3277366622491,68.9522342511883,0.831412314406057,83.1412314406057,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2.14097710825686,0,0,1.2942101262835,1.20257572297271,2.05942193849789,1.27673050543826,0,4.7812223423438,1.93071340341164,1.60594277149801,1.11464269391646,0,0,1.62787399540524,1.37082364536879,1.45473339099819,1.77401492798991,1.83236153892946,1.49588225934354,3.04332111700611,2.90064730427663,1,1.25755024269656,1.36924943576479,1.75539915546177,1.51181899463805,4.34632965438984,2.08739675468112,2.47315752973098,8.62074010294895,0
"PISA1742",10,32,"(10,32)",0.3125,"pm033q01|pm155q01|pm423q01|pm474q01|pm496q02|pm564q02|pm603q01t|pm918q01|pm923q03|pm924q02",24.791619843784,124.967526068713,13.6790543328438,68.9522342511883,0.198384497346553,19.8384497346553,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1.0000984769457,0,1.2942101262835,0,0,0,0,0,0,0,1.11464269391646,0,1.03016645367673,0,1.37082364536879,0,1.77401492798991,0,1.49588225934354,0,0,1,0,0,0,1.51181899463805,0,2.08739675468112,0,0,0
"PISA1743",14,32,"(14,32)",0.4375,"pm00fq01|pm033q01|pm034q01t|pm155q01|pm155q04t|pm192q01t|pm411q01|pm423q01|pm474q01|pm564q01|pm571q01|pm918q01|pm918q02|pm923q01",38.133460773164,124.967526068713,21.040564719141,68.9522342511883,0.305146960756799,30.5146960756799,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2.14097710825686,1.0000984769457,1.96771446709354,1.2942101262835,1.20257572297271,2.05942193849789,0,0,0,1.93071340341164,0,1.11464269391646,0,1.03016645367673,0,0,1.45473339099819,0,1.83236153892946,0,0,0,1,1.25755024269656,0,1.75539915546177,0,0,0,0,0,0
"PISA1745",6,32,"(6,32)",0.1875,"pm033q01|pm155q04t|pm423q01|pm474q01|pm918q01|pm918q05",12.1732600590271,124.967526068713,6.71673278327639,68.9522342511883,0.0974113871177515,9.74113871177515,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0000984769457,0,0,1.20257572297271,0,0,0,0,0,0,1.11464269391646,0,1.03016645367673,0,0,0,0,0,0,0,0,1,0,1.36924943576479,0,0,0,0,0,0,0
"PISA1747",14,32,"(14,32)",0.4375,"pm033q01|pm155q01|pm155q04t|pm305q01|pm411q01|pm411q02|pm496q01t|pm496q02|pm564q02|pm571q01|pm918q01|pm918q02|pm918q05|pm923q01",36.7868261270971,124.967526068713,20.2975439481663,68.9522342511883,0.294371084107641,29.4371084107641,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1.0000984769457,0,1.2942101262835,1.20257572297271,0,1.27673050543826,0,0,1.93071340341164,1.60594277149801,0,0,0,1.62787399540524,1.37082364536879,0,1.77401492798991,1.83236153892946,0,0,0,1,1.25755024269656,1.36924943576479,1.75539915546177,0,0,0,0,0,0
"PISA1769",15,32,"(15,32)",0.46875,"pm033q01|pm034q01t|pm155q01|pm192q01t|pm411q01|pm474q01|pm496q02|pm571q01|pm603q01t|pm903q03|pm918q01|pm918q05|pm923q01|pm923q04|pm995q01",50.431553612483,124.967526068713,27.8261753891748,68.9522342511883,0.403557269628217,40.3557269628217,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1.0000984769457,1.96771446709354,1.2942101262835,0,2.05942193849789,0,0,0,1.93071340341164,0,0,0,1.03016645367673,0,1.37082364536879,0,0,1.83236153892946,1.49588225934354,0,2.90064730427663,1,0,1.36924943576479,1.75539915546177,0,4.34632965438984,0,2.47315752973098,0,0
"PISA1786",27,32,"(27,32)",0.84375,"pm00fq01|pm034q01t|pm155q01|pm155q04t|pm192q01t|pm305q01|pm406q01|pm406q02|pm411q01|pm411q02|pm423q01|pm442q02|pm496q01t|pm496q02|pm564q01|pm564q02|pm603q01t|pm803q01t|pm903q03|pm918q01|pm918q02|pm918q05|pm923q01|pm923q03|pm924q02|pm995q01|pm995q03",94.4657515460663,124.967526068713,52.1225380242977,68.9522342511883,0.755922394543718,75.5922394543718,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,2.14097710825686,0,1.96771446709354,1.2942101262835,1.20257572297271,2.05942193849789,1.27673050543826,2.80811908860377,4.7812223423438,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,0,1.62787399540524,1.37082364536879,1.45473339099819,1.77401492798991,0,1.49588225934354,3.04332111700611,2.90064730427663,1,1.25755024269656,1.36924943576479,1.75539915546177,1.51181899463805,0,2.08739675468112,2.47315752973098,0,2.23700446296524
"PISA1792",18,32,"(18,32)",0.5625,"pm033q01|pm034q01t|pm155q01|pm406q01|pm411q01|pm411q02|pm423q01|pm442q02|pm474q01|pm496q02|pm564q02|pm571q01|pm903q03|pm918q01|pm918q02|pm918q05|pm924q02|pm995q01",56.9054194845704,124.967526068713,31.3982035005219,68.9522342511883,0.455361654941309,45.5361654941309,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1.0000984769457,1.96771446709354,1.2942101262835,0,0,0,2.80811908860377,0,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,1.03016645367673,0,1.37082364536879,0,1.77401492798991,1.83236153892946,0,0,2.90064730427663,1,1.25755024269656,1.36924943576479,0,0,0,2.08739675468112,2.47315752973098,0,0
